W	X	Y	Z	D	stderr	Zscore	BABA	ABBA	nsnps	timescale	parameters	stat	ds	select	rep
Afr	admix	Vindija	outgroup	0.4653	0.027468	16.941	430	157	9960	medium	ancContam-0.25	dstat	10000	all	98
Afr	AMH1	Vindija	outgroup	0.5578	0.023616	23.619	458	130	9960	medium	ancContam-0.25	dstat	10000	all	98
Afr	admix	Vindija	outgroup	0.5678	0.024784	22.91	470	130	9952	medium	ancContam-0.25	dstat	10000	all	99
Afr	AMH1	Vindija	outgroup	0.6316	0.021314	29.636	478	108	9952	medium	ancContam-0.25	dstat	10000	all	99
Afr	admix	Vindija	outgroup	0.4867	0.035429	13.736	214	74	4968	medium	ancContam-0.25	dstat	5000	all	0
Afr	AMH1	Vindija	outgroup	0.5399	0.032205	16.764	227	68	4968	medium	ancContam-0.25	dstat	5000	all	0
Afr	admix	Vindija	outgroup	0.4806	0.037747	12.733	214	75	4968	medium	ancContam-0.25	dstat	5000	all	1
Afr	AMH1	Vindija	outgroup	0.6019	0.033456	17.992	241	60	4968	medium	ancContam-0.25	dstat	5000	all	1
Afr	admix	Vindija	outgroup	0.5087	0.036256	14.03	216	71	4985	medium	ancContam-0.25	dstat	5000	all	2
Afr	AMH1	Vindija	outgroup	0.5686	0.034262	16.597	204	56	4985	medium	ancContam-0.25	dstat	5000	all	2
Afr	admix	Vindija	outgroup	0.4143	0.039345	10.531	205	85	4982	medium	ancContam-0.25	dstat	5000	all	3
Afr	AMH1	Vindija	outgroup	0.5341	0.036387	14.679	211	64	4982	medium	ancContam-0.25	dstat	5000	all	3
Afr	admix	Vindija	outgroup	0.4821	0.035715	13.499	235	82	4980	medium	ancContam-0.25	dstat	5000	all	4
Afr	AMH1	Vindija	outgroup	0.6056	0.030668	19.746	239	59	4980	medium	ancContam-0.25	dstat	5000	all	4
Afr	admix	Vindija	outgroup	0.5002	0.037462	13.353	226	75	4976	medium	ancContam-0.25	dstat	5000	all	5
Afr	AMH1	Vindija	outgroup	0.6432	0.028519	22.555	273	59	4976	medium	ancContam-0.25	dstat	5000	all	5
Afr	admix	Vindija	outgroup	0.503	0.035753	14.067	214	71	4985	medium	ancContam-0.25	dstat	5000	all	6
Afr	AMH1	Vindija	outgroup	0.6198	0.030155	20.555	238	56	4985	medium	ancContam-0.25	dstat	5000	all	6
Afr	admix	Vindija	outgroup	0.4774	0.037917	12.592	216	76	4971	medium	ancContam-0.25	dstat	5000	all	7
Afr	AMH1	Vindija	outgroup	0.5351	0.039188	13.655	204	62	4971	medium	ancContam-0.25	dstat	5000	all	7
Afr	admix	Vindija	outgroup	0.4898	0.036618	13.375	223	76	4980	medium	ancContam-0.25	dstat	5000	all	8
Afr	AMH1	Vindija	outgroup	0.5507	0.035978	15.305	230	67	4980	medium	ancContam-0.25	dstat	5000	all	8
Afr	admix	Vindija	outgroup	0.5397	0.037928	14.229	215	64	4985	medium	ancContam-0.25	dstat	5000	all	9
Afr	AMH1	Vindija	outgroup	0.5263	0.036314	14.493	205	64	4985	medium	ancContam-0.25	dstat	5000	all	9
Afr	admix	Vindija	outgroup	0.5026	0.035872	14.011	230	76	4981	medium	ancContam-0.25	dstat	5000	all	10
Afr	AMH1	Vindija	outgroup	0.5132	0.035042	14.645	210	68	4981	medium	ancContam-0.25	dstat	5000	all	10
Afr	admix	Vindija	outgroup	0.5048	0.036852	13.697	217	71	4978	medium	ancContam-0.25	dstat	5000	all	11
Afr	AMH1	Vindija	outgroup	0.6027	0.034638	17.401	231	57	4978	medium	ancContam-0.25	dstat	5000	all	11
Afr	admix	Vindija	outgroup	0.487	0.037751	12.901	214	74	4972	medium	ancContam-0.25	dstat	5000	all	12
Afr	AMH1	Vindija	outgroup	0.5698	0.033549	16.984	235	64	4972	medium	ancContam-0.25	dstat	5000	all	12
Afr	admix	Vindija	outgroup	0.5023	0.036138	13.899	218	72	4976	medium	ancContam-0.25	dstat	5000	all	13
Afr	AMH1	Vindija	outgroup	0.5708	0.034661	16.467	218	60	4976	medium	ancContam-0.25	dstat	5000	all	13
Afr	admix	Vindija	outgroup	0.5451	0.034186	15.945	239	70	4983	medium	ancContam-0.25	dstat	5000	all	14
Afr	AMH1	Vindija	outgroup	0.6122	0.029555	20.713	243	59	4983	medium	ancContam-0.25	dstat	5000	all	14
Afr	admix	Vindija	outgroup	0.4966	0.037243	13.333	224	75	4973	medium	ancContam-0.25	dstat	5000	all	15
Afr	AMH1	Vindija	outgroup	0.6143	0.030421	20.195	239	57	4973	medium	ancContam-0.25	dstat	5000	all	15
Afr	admix	Vindija	outgroup	0.4969	0.03749	13.253	201	68	4973	medium	ancContam-0.25	dstat	5000	all	16
Afr	AMH1	Vindija	outgroup	0.6674	0.030979	21.545	238	48	4973	medium	ancContam-0.25	dstat	5000	all	16
Afr	admix	Vindija	outgroup	0.5326	0.036321	14.663	221	67	4980	medium	ancContam-0.25	dstat	5000	all	17
Afr	AMH1	Vindija	outgroup	0.6066	0.030904	19.627	229	56	4980	medium	ancContam-0.25	dstat	5000	all	17
Afr	admix	Vindija	outgroup	0.5612	0.034703	16.172	224	63	4983	medium	ancContam-0.25	dstat	5000	all	18
Afr	AMH1	Vindija	outgroup	0.6363	0.032094	19.826	224	50	4983	medium	ancContam-0.25	dstat	5000	all	18
Afr	admix	Vindija	outgroup	0.5094	0.036496	13.957	230	75	4986	medium	ancContam-0.25	dstat	5000	all	19
Afr	AMH1	Vindija	outgroup	0.5774	0.034364	16.802	231	62	4986	medium	ancContam-0.25	dstat	5000	all	19
Afr	admix	Vindija	outgroup	0.5916	0.03233	18.299	218	56	4983	medium	ancContam-0.25	dstat	5000	all	20
Afr	AMH1	Vindija	outgroup	0.583	0.034905	16.702	209	55	4983	medium	ancContam-0.25	dstat	5000	all	20
Afr	admix	Vindija	outgroup	0.5276	0.035126	15.019	227	70	4981	medium	ancContam-0.25	dstat	5000	all	21
Afr	AMH1	Vindija	outgroup	0.5539	0.034219	16.185	212	61	4981	medium	ancContam-0.25	dstat	5000	all	21
Afr	admix	Vindija	outgroup	0.5269	0.036005	14.635	222	69	4976	medium	ancContam-0.25	dstat	5000	all	22
Afr	AMH1	Vindija	outgroup	0.6096	0.033185	18.371	225	54	4976	medium	ancContam-0.25	dstat	5000	all	22
Afr	admix	Vindija	outgroup	0.5449	0.036113	15.089	222	65	4985	medium	ancContam-0.25	dstat	5000	all	23
Afr	AMH1	Vindija	outgroup	0.5506	0.035511	15.506	205	60	4985	medium	ancContam-0.25	dstat	5000	all	23
Afr	admix	Vindija	outgroup	0.4901	0.03744	13.091	216	74	4978	medium	ancContam-0.25	dstat	5000	all	24
Afr	AMH1	Vindija	outgroup	0.5985	0.033125	18.068	229	58	4978	medium	ancContam-0.25	dstat	5000	all	24
Afr	admix	Vindija	outgroup	0.4967	0.035184	14.118	217	73	4977	medium	ancContam-0.25	dstat	5000	all	25
Afr	AMH1	Vindija	outgroup	0.5942	0.032735	18.151	243	62	4977	medium	ancContam-0.25	dstat	5000	all	25
Afr	admix	Vindija	outgroup	0.5439	0.036565	14.876	217	64	4981	medium	ancContam-0.25	dstat	5000	all	26
Afr	AMH1	Vindija	outgroup	0.6463	0.029873	21.634	250	54	4981	medium	ancContam-0.25	dstat	5000	all	26
Afr	admix	Vindija	outgroup	0.5453	0.034213	15.938	224	66	4975	medium	ancContam-0.25	dstat	5000	all	27
Afr	AMH1	Vindija	outgroup	0.577	0.035331	16.33	220	59	4975	medium	ancContam-0.25	dstat	5000	all	27
Afr	admix	Vindija	outgroup	0.4878	0.036266	13.452	218	75	4972	medium	ancContam-0.25	dstat	5000	all	28
Afr	AMH1	Vindija	outgroup	0.5747	0.033504	17.154	223	60	4972	medium	ancContam-0.25	dstat	5000	all	28
Afr	admix	Vindija	outgroup	0.5128	0.035223	14.559	243	78	4975	medium	ancContam-0.25	dstat	5000	all	29
Afr	AMH1	Vindija	outgroup	0.538	0.035035	15.356	225	68	4975	medium	ancContam-0.25	dstat	5000	all	29
Afr	admix	Vindija	outgroup	0.4694	0.036976	12.693	208	75	4976	medium	ancContam-0.25	dstat	5000	all	30
Afr	AMH1	Vindija	outgroup	0.5834	0.031866	18.309	238	63	4976	medium	ancContam-0.25	dstat	5000	all	30
Afr	admix	Vindija	outgroup	0.5313	0.03315	16.029	239	73	4975	medium	ancContam-0.25	dstat	5000	all	31
Afr	AMH1	Vindija	outgroup	0.5987	0.033186	18.039	242	61	4975	medium	ancContam-0.25	dstat	5000	all	31
Afr	admix	Vindija	outgroup	0.5355	0.032654	16.4	236	71	4978	medium	ancContam-0.25	dstat	5000	all	32
Afr	AMH1	Vindija	outgroup	0.5747	0.033679	17.064	230	62	4978	medium	ancContam-0.25	dstat	5000	all	32
Afr	admix	Vindija	outgroup	0.5299	0.03685	14.38	219	67	4974	medium	ancContam-0.25	dstat	5000	all	33
Afr	AMH1	Vindija	outgroup	0.619	0.031507	19.646	226	53	4974	medium	ancContam-0.25	dstat	5000	all	33
Afr	admix	Vindija	outgroup	0.5712	0.036455	15.669	232	63	4985	medium	ancContam-0.25	dstat	5000	all	34
Afr	AMH1	Vindija	outgroup	0.6348	0.03221	19.708	229	51	4985	medium	ancContam-0.25	dstat	5000	all	34
Afr	admix	Vindija	outgroup	0.5295	0.031993	16.552	237	73	4976	medium	ancContam-0.25	dstat	5000	all	35
Afr	AMH1	Vindija	outgroup	0.569	0.032162	17.691	239	66	4976	medium	ancContam-0.25	dstat	5000	all	35
Afr	admix	Vindija	outgroup	0.5237	0.033452	15.656	245	77	4980	medium	ancContam-0.25	dstat	5000	all	36
Afr	AMH1	Vindija	outgroup	0.6096	0.031774	19.184	247	60	4980	medium	ancContam-0.25	dstat	5000	all	36
Afr	admix	Vindija	outgroup	0.5605	0.034217	16.38	218	61	4970	medium	ancContam-0.25	dstat	5000	all	37
Afr	AMH1	Vindija	outgroup	0.5859	0.034824	16.824	220	57	4970	medium	ancContam-0.25	dstat	5000	all	37
Afr	admix	Vindija	outgroup	0.5256	0.037378	14.063	221	69	4983	medium	ancContam-0.25	dstat	5000	all	38
Afr	AMH1	Vindija	outgroup	0.617	0.032945	18.728	232	55	4983	medium	ancContam-0.25	dstat	5000	all	38
Afr	admix	Vindija	outgroup	0.5054	0.034405	14.691	217	71	4976	medium	ancContam-0.25	dstat	5000	all	39
Afr	AMH1	Vindija	outgroup	0.593	0.03155	18.797	237	61	4976	medium	ancContam-0.25	dstat	5000	all	39
Afr	admix	Vindija	outgroup	0.5025	0.034478	14.573	225	75	4971	medium	ancContam-0.25	dstat	5000	all	40
Afr	AMH1	Vindija	outgroup	0.6061	0.032132	18.864	239	59	4971	medium	ancContam-0.25	dstat	5000	all	40
Afr	admix	Vindija	outgroup	0.5185	0.034905	14.853	237	75	4973	medium	ancContam-0.25	dstat	5000	all	41
Afr	AMH1	Vindija	outgroup	0.5557	0.033651	16.513	234	67	4973	medium	ancContam-0.25	dstat	5000	all	41
Afr	admix	Vindija	outgroup	0.5475	0.036202	15.122	233	68	4974	medium	ancContam-0.25	dstat	5000	all	42
Afr	AMH1	Vindija	outgroup	0.6227	0.033572	18.549	208	48	4974	medium	ancContam-0.25	dstat	5000	all	42
Afr	admix	Vindija	outgroup	0.525	0.031688	16.568	241	75	4977	medium	ancContam-0.25	dstat	5000	all	43
Afr	AMH1	Vindija	outgroup	0.6177	0.029943	20.629	240	57	4977	medium	ancContam-0.25	dstat	5000	all	43
Afr	admix	Vindija	outgroup	0.5255	0.03172	16.567	247	77	4981	medium	ancContam-0.25	dstat	5000	all	44
Afr	AMH1	Vindija	outgroup	0.6093	0.028985	21.022	270	66	4981	medium	ancContam-0.25	dstat	5000	all	44
Afr	admix	Vindija	outgroup	0.533	0.035814	14.883	243	74	4983	medium	ancContam-0.25	dstat	5000	all	45
Afr	AMH1	Vindija	outgroup	0.5778	0.033868	17.059	219	59	4983	medium	ancContam-0.25	dstat	5000	all	45
Afr	admix	Vindija	outgroup	0.5422	0.038023	14.259	220	65	4977	medium	ancContam-0.25	dstat	5000	all	46
Afr	AMH1	Vindija	outgroup	0.6231	0.031869	19.553	223	52	4977	medium	ancContam-0.25	dstat	5000	all	46
Afr	admix	Vindija	outgroup	0.5056	0.037074	13.637	211	69	4982	medium	ancContam-0.25	dstat	5000	all	47
Afr	AMH1	Vindija	outgroup	0.6222	0.031729	19.61	242	56	4982	medium	ancContam-0.25	dstat	5000	all	47
Afr	admix	Vindija	outgroup	0.5439	0.035303	15.406	217	64	4972	medium	ancContam-0.25	dstat	5000	all	48
Afr	AMH1	Vindija	outgroup	0.5988	0.034235	17.492	204	51	4972	medium	ancContam-0.25	dstat	5000	all	48
Afr	admix	Vindija	outgroup	0.4951	0.036665	13.504	212	72	4976	medium	ancContam-0.25	dstat	5000	all	49
Afr	AMH1	Vindija	outgroup	0.5797	0.033797	17.152	229	61	4976	medium	ancContam-0.25	dstat	5000	all	49
Afr	admix	Vindija	outgroup	0.527	0.034684	15.195	231	72	4970	medium	ancContam-0.25	dstat	5000	all	50
Afr	AMH1	Vindija	outgroup	0.628	0.031024	20.242	252	58	4970	medium	ancContam-0.25	dstat	5000	all	50
Afr	admix	Vindija	outgroup	0.4622	0.040047	11.54	201	74	4981	medium	ancContam-0.25	dstat	5000	all	51
Afr	AMH1	Vindija	outgroup	0.5578	0.034498	16.169	206	58	4981	medium	ancContam-0.25	dstat	5000	all	51
Afr	admix	Vindija	outgroup	0.4997	0.0387	12.913	205	68	4972	medium	ancContam-0.25	dstat	5000	all	52
Afr	AMH1	Vindija	outgroup	0.586	0.034299	17.086	225	59	4972	medium	ancContam-0.25	dstat	5000	all	52
Afr	admix	Vindija	outgroup	0.5575	0.035902	15.528	222	63	4986	medium	ancContam-0.25	dstat	5000	all	53
Afr	AMH1	Vindija	outgroup	0.6279	0.034758	18.064	235	54	4986	medium	ancContam-0.25	dstat	5000	all	53
Afr	admix	Vindija	outgroup	0.5158	0.034016	15.162	239	76	4978	medium	ancContam-0.25	dstat	5000	all	54
Afr	AMH1	Vindija	outgroup	0.6014	0.030729	19.572	244	61	4978	medium	ancContam-0.25	dstat	5000	all	54
Afr	admix	Vindija	outgroup	0.468	0.037678	12.42	214	78	4978	medium	ancContam-0.25	dstat	5000	all	55
Afr	AMH1	Vindija	outgroup	0.5875	0.032869	17.875	232	60	4978	medium	ancContam-0.25	dstat	5000	all	55
Afr	admix	Vindija	outgroup	0.5729	0.032523	17.615	240	65	4983	medium	ancContam-0.25	dstat	5000	all	56
Afr	AMH1	Vindija	outgroup	0.6012	0.03024	19.88	231	57	4983	medium	ancContam-0.25	dstat	5000	all	56
Afr	admix	Vindija	outgroup	0.5595	0.034169	16.374	228	64	4975	medium	ancContam-0.25	dstat	5000	all	57
Afr	AMH1	Vindija	outgroup	0.6048	0.032078	18.854	227	56	4975	medium	ancContam-0.25	dstat	5000	all	57
Afr	admix	Vindija	outgroup	0.4816	0.036663	13.136	218	76	4982	medium	ancContam-0.25	dstat	5000	all	58
Afr	AMH1	Vindija	outgroup	0.55	0.034997	15.717	232	67	4982	medium	ancContam-0.25	dstat	5000	all	58
Afr	admix	Vindija	outgroup	0.4838	0.035827	13.503	226	79	4971	medium	ancContam-0.25	dstat	5000	all	59
Afr	AMH1	Vindija	outgroup	0.5573	0.033449	16.66	226	64	4971	medium	ancContam-0.25	dstat	5000	all	59
Afr	admix	Vindija	outgroup	0.5277	0.036176	14.588	223	69	4977	medium	ancContam-0.25	dstat	5000	all	60
Afr	AMH1	Vindija	outgroup	0.5433	0.032814	16.557	235	70	4977	medium	ancContam-0.25	dstat	5000	all	60
Afr	admix	Vindija	outgroup	0.5398	0.034511	15.641	235	70	4979	medium	ancContam-0.25	dstat	5000	all	61
Afr	AMH1	Vindija	outgroup	0.5966	0.033695	17.707	217	55	4979	medium	ancContam-0.25	dstat	5000	all	61
Afr	admix	Vindija	outgroup	0.5049	0.035033	14.412	230	76	4976	medium	ancContam-0.25	dstat	5000	all	62
Afr	AMH1	Vindija	outgroup	0.5149	0.03372	15.27	222	71	4976	medium	ancContam-0.25	dstat	5000	all	62
Afr	admix	Vindija	outgroup	0.5496	0.03469	15.842	244	71	4979	medium	ancContam-0.25	dstat	5000	all	63
Afr	AMH1	Vindija	outgroup	0.5855	0.033202	17.635	219	57	4979	medium	ancContam-0.25	dstat	5000	all	63
Afr	admix	Vindija	outgroup	0.4908	0.03607	13.607	226	77	4971	medium	ancContam-0.25	dstat	5000	all	64
Afr	AMH1	Vindija	outgroup	0.5869	0.033731	17.399	226	59	4971	medium	ancContam-0.25	dstat	5000	all	64
Afr	admix	Vindija	outgroup	0.5702	0.033746	16.897	219	60	4982	medium	ancContam-0.25	dstat	5000	all	65
Afr	AMH1	Vindija	outgroup	0.615	0.032174	19.115	232	55	4982	medium	ancContam-0.25	dstat	5000	all	65
Afr	admix	Vindija	outgroup	0.5351	0.035539	15.057	242	73	4980	medium	ancContam-0.25	dstat	5000	all	66
Afr	AMH1	Vindija	outgroup	0.5956	0.033297	17.886	234	59	4980	medium	ancContam-0.25	dstat	5000	all	66
Afr	admix	Vindija	outgroup	0.4867	0.035863	13.571	233	80	4965	medium	ancContam-0.25	dstat	5000	all	67
Afr	AMH1	Vindija	outgroup	0.633	0.029882	21.184	262	59	4965	medium	ancContam-0.25	dstat	5000	all	67
Afr	admix	Vindija	outgroup	0.4889	0.035572	13.744	232	80	4972	medium	ancContam-0.25	dstat	5000	all	68
Afr	AMH1	Vindija	outgroup	0.5704	0.031995	17.829	243	67	4972	medium	ancContam-0.25	dstat	5000	all	68
Afr	admix	Vindija	outgroup	0.5021	0.034899	14.387	228	75	4986	medium	ancContam-0.25	dstat	5000	all	69
Afr	AMH1	Vindija	outgroup	0.5551	0.034142	16.258	227	65	4986	medium	ancContam-0.25	dstat	5000	all	69
Afr	admix	Vindija	outgroup	0.5292	0.034557	15.315	233	72	4970	medium	ancContam-0.25	dstat	5000	all	70
Afr	AMH1	Vindija	outgroup	0.528	0.036533	14.453	223	69	4970	medium	ancContam-0.25	dstat	5000	all	70
Afr	admix	Vindija	outgroup	0.5256	0.036131	14.546	218	68	4979	medium	ancContam-0.25	dstat	5000	all	71
Afr	AMH1	Vindija	outgroup	0.61	0.02994	20.375	234	57	4979	medium	ancContam-0.25	dstat	5000	all	71
Afr	admix	Vindija	outgroup	0.5742	0.034424	16.68	218	59	4970	medium	ancContam-0.25	dstat	5000	all	72
Afr	AMH1	Vindija	outgroup	0.5967	0.03316	17.995	208	53	4970	medium	ancContam-0.25	dstat	5000	all	72
Afr	admix	Vindija	outgroup	0.5119	0.035388	14.464	228	74	4979	medium	ancContam-0.25	dstat	5000	all	73
Afr	AMH1	Vindija	outgroup	0.5834	0.03427	17.025	234	62	4979	medium	ancContam-0.25	dstat	5000	all	73
Afr	admix	Vindija	outgroup	0.5225	0.036599	14.277	234	73	4987	medium	ancContam-0.25	dstat	5000	all	74
Afr	AMH1	Vindija	outgroup	0.6603	0.030737	21.483	233	48	4987	medium	ancContam-0.25	dstat	5000	all	74
Afr	admix	Vindija	outgroup	0.5289	0.036464	14.506	221	68	4980	medium	ancContam-0.25	dstat	5000	all	75
Afr	AMH1	Vindija	outgroup	0.5901	0.033839	17.438	229	59	4980	medium	ancContam-0.25	dstat	5000	all	75
Afr	admix	Vindija	outgroup	0.5042	0.035593	14.166	219	72	4985	medium	ancContam-0.25	dstat	5000	all	76
Afr	AMH1	Vindija	outgroup	0.5613	0.035875	15.645	224	63	4985	medium	ancContam-0.25	dstat	5000	all	76
Afr	admix	Vindija	outgroup	0.5362	0.033773	15.877	229	69	4975	medium	ancContam-0.25	dstat	5000	all	77
Afr	AMH1	Vindija	outgroup	0.563	0.033543	16.784	227	63	4975	medium	ancContam-0.25	dstat	5000	all	77
Afr	admix	Vindija	outgroup	0.4897	0.036656	13.36	218	75	4977	medium	ancContam-0.25	dstat	5000	all	78
Afr	AMH1	Vindija	outgroup	0.5629	0.033658	16.724	237	66	4977	medium	ancContam-0.25	dstat	5000	all	78
Afr	admix	Vindija	outgroup	0.5351	0.03584	14.93	222	67	4978	medium	ancContam-0.25	dstat	5000	all	79
Afr	AMH1	Vindija	outgroup	0.5704	0.034943	16.322	219	60	4978	medium	ancContam-0.25	dstat	5000	all	79
Afr	admix	Vindija	outgroup	0.5426	0.0337	16.102	233	69	4984	medium	ancContam-0.25	dstat	5000	all	80
Afr	AMH1	Vindija	outgroup	0.6394	0.030607	20.89	245	54	4984	medium	ancContam-0.25	dstat	5000	all	80
Afr	admix	Vindija	outgroup	0.5456	0.036232	15.059	209	61	4981	medium	ancContam-0.25	dstat	5000	all	81
Afr	AMH1	Vindija	outgroup	0.5937	0.034612	17.152	230	59	4981	medium	ancContam-0.25	dstat	5000	all	81
Afr	admix	Vindija	outgroup	0.5319	0.037023	14.368	218	67	4975	medium	ancContam-0.25	dstat	5000	all	82
Afr	AMH1	Vindija	outgroup	0.5641	0.034718	16.249	211	59	4975	medium	ancContam-0.25	dstat	5000	all	82
Afr	admix	Vindija	outgroup	0.491	0.037131	13.224	220	75	4974	medium	ancContam-0.25	dstat	5000	all	83
Afr	AMH1	Vindija	outgroup	0.5633	0.033849	16.641	217	61	4974	medium	ancContam-0.25	dstat	5000	all	83
Afr	admix	Vindija	outgroup	0.4327	0.038359	11.281	220	87	4984	medium	ancContam-0.25	dstat	5000	all	84
Afr	AMH1	Vindija	outgroup	0.575	0.033586	17.121	238	64	4984	medium	ancContam-0.25	dstat	5000	all	84
Afr	admix	Vindija	outgroup	0.4718	0.037175	12.691	220	79	4985	medium	ancContam-0.25	dstat	5000	all	85
Afr	AMH1	Vindija	outgroup	0.5742	0.035133	16.343	226	61	4985	medium	ancContam-0.25	dstat	5000	all	85
Afr	admix	Vindija	outgroup	0.5267	0.03511	15.002	250	78	4974	medium	ancContam-0.25	dstat	5000	all	86
Afr	AMH1	Vindija	outgroup	0.6206	0.030003	20.684	252	59	4974	medium	ancContam-0.25	dstat	5000	all	86
Afr	admix	Vindija	outgroup	0.5284	0.034543	15.296	236	73	4978	medium	ancContam-0.25	dstat	5000	all	87
Afr	AMH1	Vindija	outgroup	0.5999	0.03131	19.162	246	62	4978	medium	ancContam-0.25	dstat	5000	all	87
Afr	admix	Vindija	outgroup	0.4953	0.034804	14.232	216	73	4978	medium	ancContam-0.25	dstat	5000	all	88
Afr	AMH1	Vindija	outgroup	0.6063	0.032402	18.712	236	58	4978	medium	ancContam-0.25	dstat	5000	all	88
Afr	admix	Vindija	outgroup	0.4887	0.035168	13.897	229	79	4978	medium	ancContam-0.25	dstat	5000	all	89
Afr	AMH1	Vindija	outgroup	0.5768	0.034297	16.817	231	62	4978	medium	ancContam-0.25	dstat	5000	all	89
Afr	admix	Vindija	outgroup	0.5458	0.035157	15.524	223	66	4972	medium	ancContam-0.25	dstat	5000	all	90
Afr	AMH1	Vindija	outgroup	0.5904	0.033967	17.383	224	58	4972	medium	ancContam-0.25	dstat	5000	all	90
Afr	admix	Vindija	outgroup	0.5527	0.03389	16.309	222	64	4975	medium	ancContam-0.25	dstat	5000	all	91
Afr	AMH1	Vindija	outgroup	0.5661	0.038721	14.62	212	59	4975	medium	ancContam-0.25	dstat	5000	all	91
Afr	admix	Vindija	outgroup	0.5499	0.032621	16.856	245	71	4970	medium	ancContam-0.25	dstat	5000	all	92
Afr	AMH1	Vindija	outgroup	0.5946	0.032049	18.554	233	59	4970	medium	ancContam-0.25	dstat	5000	all	92
Afr	admix	Vindija	outgroup	0.4792	0.03591	13.345	237	83	4979	medium	ancContam-0.25	dstat	5000	all	93
Afr	AMH1	Vindija	outgroup	0.5418	0.035427	15.294	237	70	4979	medium	ancContam-0.25	dstat	5000	all	93
Afr	admix	Vindija	outgroup	0.5372	0.035372	15.188	216	65	4984	medium	ancContam-0.25	dstat	5000	all	94
Afr	AMH1	Vindija	outgroup	0.5919	0.034966	16.929	205	53	4984	medium	ancContam-0.25	dstat	5000	all	94
Afr	admix	Vindija	outgroup	0.5208	0.038639	13.479	225	71	4975	medium	ancContam-0.25	dstat	5000	all	95
Afr	AMH1	Vindija	outgroup	0.5523	0.034049	16.219	230	66	4975	medium	ancContam-0.25	dstat	5000	all	95
Afr	admix	Vindija	outgroup	0.5112	0.033056	15.463	240	78	4976	medium	ancContam-0.25	dstat	5000	all	96
Afr	AMH1	Vindija	outgroup	0.569	0.03172	17.939	241	66	4976	medium	ancContam-0.25	dstat	5000	all	96
Afr	admix	Vindija	outgroup	0.5127	0.033356	15.37	217	70	4980	medium	ancContam-0.25	dstat	5000	all	97
Afr	AMH1	Vindija	outgroup	0.5188	0.037278	13.917	212	67	4980	medium	ancContam-0.25	dstat	5000	all	97
Afr	admix	Vindija	outgroup	0.477	0.036328	13.13	210	74	4981	medium	ancContam-0.25	dstat	5000	all	98
Afr	AMH1	Vindija	outgroup	0.5526	0.034346	16.088	224	65	4981	medium	ancContam-0.25	dstat	5000	all	98
Afr	admix	Vindija	outgroup	0.5483	0.03368	16.279	227	66	4975	medium	ancContam-0.25	dstat	5000	all	99
Afr	AMH1	Vindija	outgroup	0.5614	0.034389	16.325	219	62	4975	medium	ancContam-0.25	dstat	5000	all	99
Afr	admix	Vindija	outgroup	0.5377	0.045674	11.773	120	36	2489	medium	ancContam-0.25	dstat	2500	all	0
Afr	AMH1	Vindija	outgroup	0.5459	0.047471	11.499	109	32	2489	medium	ancContam-0.25	dstat	2500	all	0
Afr	admix	Vindija	outgroup	0.5874	0.044929	13.075	114	30	2493	medium	ancContam-0.25	dstat	2500	all	1
Afr	AMH1	Vindija	outgroup	0.642	0.039908	16.088	111	24	2493	medium	ancContam-0.25	dstat	2500	all	1
Afr	admix	Vindija	outgroup	0.4229	0.057894	7.305	101	41	2489	medium	ancContam-0.25	dstat	2500	all	2
Afr	AMH1	Vindija	outgroup	0.601	0.043847	13.707	111	28	2489	medium	ancContam-0.25	dstat	2500	all	2
Afr	admix	Vindija	outgroup	0.4951	0.051244	9.662	110	37	2491	medium	ancContam-0.25	dstat	2500	all	3
Afr	AMH1	Vindija	outgroup	0.6255	0.043263	14.458	116	27	2491	medium	ancContam-0.25	dstat	2500	all	3
Afr	admix	Vindija	outgroup	0.554	0.045061	12.295	123	35	2486	medium	ancContam-0.25	dstat	2500	all	4
Afr	AMH1	Vindija	outgroup	0.5659	0.047264	11.974	116	32	2486	medium	ancContam-0.25	dstat	2500	all	4
Afr	admix	Vindija	outgroup	0.6035	0.047726	12.645	117	29	2487	medium	ancContam-0.25	dstat	2500	all	5
Afr	AMH1	Vindija	outgroup	0.6611	0.042486	15.56	122	25	2487	medium	ancContam-0.25	dstat	2500	all	5
Afr	admix	Vindija	outgroup	0.5869	0.049489	11.858	112	29	2492	medium	ancContam-0.25	dstat	2500	all	6
Afr	AMH1	Vindija	outgroup	0.6779	0.044879	15.104	112	22	2492	medium	ancContam-0.25	dstat	2500	all	6
Afr	admix	Vindija	outgroup	0.5877	0.045889	12.807	111	29	2487	medium	ancContam-0.25	dstat	2500	all	7
Afr	AMH1	Vindija	outgroup	0.6267	0.045186	13.87	106	24	2487	medium	ancContam-0.25	dstat	2500	all	7
Afr	admix	Vindija	outgroup	0.5958	0.046136	12.913	123	31	2494	medium	ancContam-0.25	dstat	2500	all	8
Afr	AMH1	Vindija	outgroup	0.6245	0.044244	14.114	109	25	2494	medium	ancContam-0.25	dstat	2500	all	8
Afr	admix	Vindija	outgroup	0.5516	0.045584	12.1	117	34	2495	medium	ancContam-0.25	dstat	2500	all	9
Afr	AMH1	Vindija	outgroup	0.6014	0.0471	12.769	109	27	2495	medium	ancContam-0.25	dstat	2500	all	9
Afr	admix	Vindija	outgroup	0.5205	0.048245	10.788	109	35	2493	medium	ancContam-0.25	dstat	2500	all	10
